arch,ll_mode,experience_sharing,share_mode,use_tutee,episode,reward,steps,mastery_mean,mastery_min,completed,flat_agent_reward,avg_agent_reward,n_ll_agents,share_enabled_eff,share_mode_eff,share_attempts,share_peer_samples,share_mean_peer_weight,share_eligible_peers_mean,share_selected_peers_mean,ll_reward_0,ll_reward_1,ll_reward_2,ll_reward_3,ll_reward_4,ll_reward_5,ll_reward_6,tutee_reward_total,avg_reward_per_learning_agent,avg_reward_per_topic_slot
hrl,single,0,off,0,1,-9.841285744332692,400.0,0.20020905137062073,0.1430501490831375,0,0.0,-9.18552032737446,1,0,off,0,0,0.0,0.0,0.0,-9.18552032737446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.18552032737446,-1.3122171896249228
hrl,single,0,off,0,2,-9.979457269189863,400.0,0.17966029047966003,0.14130176603794098,0,0.0,-10.076601534510022,1,0,off,0,0,0.0,0.0,0.0,-10.076601534510022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.076601534510022,-1.439514504930003
hrl,single,0,off,0,3,-10.016223602229703,400.0,0.29678797721862793,0.18645432591438293,0,0.0,-7.314911821981961,1,0,off,0,0,0.0,0.0,0.0,-7.314911821981961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.314911821981961,-1.0449874031402802
hrl,single,0,off,0,4,-9.222447725039821,400.0,0.5889278650283813,0.38709864020347595,0,0.0,-3.401593674103532,1,0,off,0,0,0.0,0.0,0.0,-3.401593674103532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.401593674103532,-0.4859419534433617
hrl,single,0,off,0,5,-8.751524398877525,400.0,0.6565380096435547,0.44020798802375793,0,0.0,-2.6143329919185505,1,0,off,0,0,0.0,0.0,0.0,-2.6143329919185505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6143329919185505,-0.3734761417026501
hrl,single,0,off,0,6,-8.668657232900767,400.0,0.6814934611320496,0.4652000665664673,0,0.0,-2.094669091198027,1,0,off,0,0,0.0,0.0,0.0,-2.094669091198027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.094669091198027,-0.29923844159971813
hrl,single,0,off,0,7,-8.952743405277669,400.0,0.5750569105148315,0.25596633553504944,0,0.0,-3.703075002019437,1,0,off,0,0,0.0,0.0,0.0,-3.703075002019437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.703075002019437,-0.5290107145742053
hrl,single,0,off,0,8,-8.524193608539656,400.0,0.5827402472496033,0.3309755325317383,0,0.0,-2.110139263587085,1,0,off,0,0,0.0,0.0,0.0,-2.110139263587085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.110139263587085,-0.3014484662267264
hrl,single,0,off,0,9,-8.873546526083551,400.0,0.6410617828369141,0.316244900226593,0,0.0,-2.9830505748308465,1,0,off,0,0,0.0,0.0,0.0,-2.9830505748308465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9830505748308465,-0.4261500821186924
hrl,single,0,off,0,10,-8.711858875416706,400.0,0.6710764169692993,0.48061293363571167,0,0.0,-2.441370352519108,1,0,off,0,0,0.0,0.0,0.0,-2.441370352519108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.441370352519108,-0.34876719321701544
