arch,ll_mode,experience_sharing,share_mode,use_tutee,episode,reward,steps,mastery_mean,mastery_min,completed,flat_agent_reward,avg_agent_reward,n_ll_agents,share_enabled_eff,share_mode_eff,share_attempts,share_peer_samples,share_mean_peer_weight,share_eligible_peers_mean,share_selected_peers_mean,ll_reward_0,ll_reward_1,ll_reward_2,ll_reward_3,ll_reward_4,tutee_reward_total,avg_reward_per_learning_agent,avg_reward_per_topic_slot
flat,single,0,weighted_cka,0,1,0.31575835376433936,300.0,0.3141593337059021,0.10346492379903793,0,0.31575835376433936,0.31575835376433936,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31575835376433936,0.31575835376433936
flat,single,0,weighted_cka,0,2,0.312522109281689,300.0,0.29548320174217224,0.10334966331720352,0,0.312522109281689,0.312522109281689,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312522109281689,0.312522109281689
flat,single,0,weighted_cka,0,3,0.6957738521293312,300.0,0.2987998127937317,0.11691056936979294,0,0.6957738521293312,0.6957738521293312,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6957738521293312,0.6957738521293312
flat,single,0,weighted_cka,0,4,0.6196278727904416,300.0,0.2635672986507416,0.053393926471471786,0,0.6196278727904416,0.6196278727904416,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6196278727904416,0.6196278727904416
flat,single,0,weighted_cka,0,5,0.4010743566133885,300.0,0.26972299814224243,0.006236459594219923,0,0.4010743566133885,0.4010743566133885,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4010743566133885,0.4010743566133885
flat,single,0,weighted_cka,0,6,0.5281909357028769,300.0,0.2678549587726593,0.020940613001585007,0,0.5281909357028769,0.5281909357028769,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5281909357028769,0.5281909357028769
flat,single,0,weighted_cka,0,7,0.8045331062632601,300.0,0.3490298390388489,0.13748054206371307,0,0.8045331062632601,0.8045331062632601,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045331062632601,0.8045331062632601
flat,single,0,weighted_cka,0,8,0.8113454541191447,300.0,0.3359341621398926,0.1454416662454605,0,0.8113454541191447,0.8113454541191447,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8113454541191447,0.8113454541191447
flat,single,0,weighted_cka,0,9,0.7527246113124408,300.0,0.3229702115058899,0.08627266436815262,0,0.7527246113124408,0.7527246113124408,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7527246113124408,0.7527246113124408
flat,single,0,weighted_cka,0,10,0.8765795617011968,300.0,0.4241447448730469,0.13955383002758026,0,0.8765795617011968,0.8765795617011968,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8765795617011968,0.8765795617011968
flat,single,0,weighted_cka,0,11,2.169474297931991,300.0,0.5980473756790161,0.18337474763393402,0,2.169474297931991,2.169474297931991,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.169474297931991,2.169474297931991
flat,single,0,weighted_cka,0,12,1.2038806291136028,300.0,0.44595009088516235,0.11500673741102219,0,1.2038806291136028,1.2038806291136028,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2038806291136028,1.2038806291136028
flat,single,0,weighted_cka,0,13,2.850424956993686,284.0,0.7039158344268799,0.7010436058044434,1,2.850424956993686,2.850424956993686,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.850424956993686,2.850424956993686
flat,single,0,weighted_cka,0,14,2.3203865793087957,300.0,0.6453737020492554,0.4097960293292999,0,2.3203865793087957,2.3203865793087957,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3203865793087957,2.3203865793087957
flat,single,0,weighted_cka,0,15,1.8479834260142511,300.0,0.5679474472999573,0.30484578013420105,0,1.8479834260142511,1.8479834260142511,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8479834260142511,1.8479834260142511
flat,single,0,weighted_cka,0,16,2.2500772607749226,300.0,0.6205734014511108,0.2907887101173401,0,2.2500772607749226,2.2500772607749226,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2500772607749226,2.2500772607749226
flat,single,0,weighted_cka,0,17,1.3342944114141106,300.0,0.5218892693519592,0.20492810010910034,0,1.3342944114141106,1.3342944114141106,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3342944114141106,1.3342944114141106
flat,single,0,weighted_cka,0,18,0.8794381061190495,300.0,0.5093293786048889,0.213820219039917,0,0.8794381061190495,0.8794381061190495,1,0,off,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8794381061190495,0.8794381061190495
