episode,reward,steps,mastery
327,1.212320284439193,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
328,4.079401624735328,179,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
329,1.1676144343487977,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
330,4.234665573047278,286,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
331,4.142296336316212,211,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
332,4.197604677880008,134,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
333,0.9628849477769111,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
334,4.160508073454548,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
335,0.9459329235192855,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
336,0.9644859205451213,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
337,4.267930777899164,148,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
338,3.9279073075357704,156,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
339,1.1164344401200652,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
340,4.053987835621228,272,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
341,4.186332090490032,58,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
342,4.175863571277295,274,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
343,3.937285826925654,95,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
344,4.0491473082613085,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
345,4.205893244101025,110,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
346,3.9873771102691533,83,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
347,4.077185604366241,72,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
348,3.9743487940169873,115,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
349,4.07491061117471,45,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
350,4.104401200969005,43,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
351,4.155630636624119,94,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
352,4.091912697321823,275,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
353,4.021812421801587,186,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
354,0.9916010778302735,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
355,4.0949401272868275,89,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
356,4.1803965778632115,164,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
357,1.1129664137086368,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
358,4.063681543046551,126,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
359,4.177092155536229,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
360,4.296657987582148,78,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
361,4.287324265918869,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
362,4.2234709445969205,72,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
363,4.310748901212355,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
364,4.210081926010025,136,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
365,4.055065806949278,126,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
366,4.070173625847383,83,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
367,4.229028422039483,172,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
368,4.018581913436629,131,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
369,3.990757506955197,124,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
370,4.028926100216996,112,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
371,4.0993716236203905,38,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
372,3.994723422250536,44,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
373,3.9405407683894738,42,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
374,3.9550311612707447,68,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
375,3.9925238537718544,76,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
376,1.1334897862640905,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
377,3.945871470154816,149,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
378,4.229393222874205,297,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
379,4.083110068249516,122,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
380,4.0903741266898574,217,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
381,4.079976096232076,196,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
382,4.1409837394341595,88,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
383,4.061904662431334,34,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
384,4.015637750593305,144,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
385,3.888574413243623,168,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
386,3.9617423335017516,96,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
387,4.001209397673665,172,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
388,3.8792337923820015,155,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
389,4.004885226899932,172,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
390,4.02228206259897,54,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
391,0.9729589469679922,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
392,4.165354616125114,43,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
393,4.094158007696388,66,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
394,4.114697616860212,51,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
395,4.060446187024354,59,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
396,4.140132148847624,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
397,4.230078985719593,60,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
398,4.302539304371749,71,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
399,4.218255133841012,75,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
400,4.092887931816222,94,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
401,4.175474277263857,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
402,4.085787435293605,96,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
403,4.048622784858162,82,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
404,4.321126211597584,146,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
405,3.9758994826828715,208,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
406,4.039513845308102,94,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
407,1.049524648845909,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
408,4.004702803767577,168,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
409,4.0052285697151095,110,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
410,4.061927922090399,183,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
411,4.090983710061119,85,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
412,3.936427070233185,105,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
413,4.018581848467511,160,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
414,3.909443158849899,100,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
415,3.986960887895839,103,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
416,4.092936650120828,117,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
417,4.0416831710550465,54,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
418,4.076337261087611,82,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
419,3.9639781037156356,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
420,4.034342017906601,58,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
421,4.086977644260332,93,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
422,4.036986587515275,105,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
423,4.14224282058276,89,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
424,3.998084851240856,74,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
425,3.998030165450473,106,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
426,4.26266674729086,98,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
427,3.95279433841788,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
428,4.093453508534003,45,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
429,3.952823483393877,66,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
430,3.9212368570515537,112,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
431,4.039407185170421,94,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
432,4.124003955860099,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
433,3.9442231311739304,134,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
434,4.006321383369505,89,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
435,4.21689696785761,76,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
436,4.1634775275219,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
437,4.112467416236177,63,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
438,4.078759401245042,45,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
439,4.054975377381197,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
440,4.125317431960139,85,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
441,4.149122831322893,72,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
442,4.1343693058981446,157,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
443,4.056303416774608,38,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
444,3.9477307686378484,36,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
445,4.033890353336756,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
446,4.206806975984364,80,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
447,4.111890961800237,57,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
448,3.9114642717977404,69,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
449,4.040806818842247,203,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
450,4.204729505153955,70,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
451,4.033255971872132,106,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
452,1.0441709493650706,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
453,4.153783106897027,37,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
454,4.297286628065922,72,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
455,4.197397684492171,66,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
456,4.038501617923612,129,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
457,4.0892410871048925,74,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
458,4.142249669779266,159,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
459,3.9508022079942746,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
460,3.965093106050335,134,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
461,4.039043251084513,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
462,3.9667506375073573,81,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
463,4.106369343389815,68,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
464,4.0664069607591955,60,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
465,1.0181607179503773,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
466,3.8899399964648183,78,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
467,4.100748181105883,76,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
468,4.0462964115198705,139,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
469,4.0248460970819,40,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
470,3.9359361378636093,62,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
471,1.0466958018630976,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
472,1.055356268871401,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
473,3.922655649666558,90,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
474,3.948555563075206,128,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
475,4.24724708271242,134,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
476,4.075606784710544,38,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
477,4.132157855200058,82,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
478,4.124834248442494,78,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
479,4.167450543190353,96,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
480,4.107249676328502,100,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
481,3.9555267752060903,89,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
482,4.102892197387701,196,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
483,1.093672864157634,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
484,0.9136507823177453,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
485,3.944750738606672,35,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
486,3.9185540468461113,43,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
487,4.104780630226014,91,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
488,1.0486779546554317,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
489,1.1500880473657165,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
490,0.9641850552754477,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
491,4.0537807125831025,30,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
492,1.119572673903167,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
493,4.125261662075355,76,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
494,4.07662031629443,73,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
495,4.112406356314023,72,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
496,4.102448971055855,149,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
497,0.9632127527991543,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
498,0.919464649740803,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
499,1.078719904049649,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
500,0.9210995731475123,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
501,3.9165025015274297,30,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
502,3.847433895336872,39,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
503,3.923551870067604,35,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
504,4.023955302678223,65,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
505,4.170810624025762,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
506,4.109100402536569,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
507,4.1203160418481275,98,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
508,4.143724887154531,65,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
509,4.1809027992043415,73,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
510,4.08271106222819,63,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
511,4.020317914208863,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
512,4.2047517228347715,139,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
513,4.193861520837527,196,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
514,4.005338124430272,86,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
515,4.065453684324166,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
516,4.018485724180937,114,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
517,1.1263642023684952,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
518,4.166818050113216,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
519,4.096680233550432,70,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
520,4.145828981329396,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
521,4.123050961227273,44,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
522,3.9865707840632236,121,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
523,4.163478635523643,67,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
524,3.9907063142978583,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
525,4.201965081723756,100,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
526,3.969926858936378,83,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
527,4.098779370085685,37,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
528,4.059183921919612,57,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
529,4.056713152260636,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
530,1.047339861353248,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
531,4.0883290305398985,74,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
532,4.04264109544456,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
533,4.176749605270743,43,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
534,4.082339102761762,58,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
535,3.996008588036057,39,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
536,4.0589888529983,94,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
537,4.078014110703952,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
538,4.015365585639666,76,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
539,4.117754392389907,70,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
540,3.921160795981996,26,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
541,4.082888498720422,62,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
542,3.8685243834595893,39,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
543,4.0268983309812025,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
544,4.042337496911932,58,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
545,4.084824770232081,59,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
546,4.137946427128918,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
547,4.044075829723442,168,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
548,4.084309571208723,43,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
549,4.07347160501231,34,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
550,4.07598987222882,57,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
551,4.094748352162423,51,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
552,4.317997767135966,60,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
553,4.070776536161429,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
554,4.037705527718936,45,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
555,4.248905642541649,93,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
556,4.13320781340808,120,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
557,1.0360261593494215,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
558,4.166195372643415,68,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
559,4.195381542516406,98,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
560,1.0604414624220226,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
561,4.239350266827387,72,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
562,4.040908554196358,38,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
563,4.0413965882296905,55,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
564,3.948781114417943,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
565,4.121757928353327,101,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
566,4.033262777572963,92,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
567,4.326437396524488,116,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
568,4.071270308946259,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
569,4.400888170642429,93,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
570,4.259806463970745,89,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
571,4.237154705057037,103,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
572,1.1620244775942412,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
573,1.051078333721671,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
574,1.0673865505697904,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
575,4.28972519926756,102,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
576,4.06876579363161,109,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
577,1.0202646126752373,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
578,4.165320167342725,77,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
579,0.9966111284680667,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
580,4.117317593211192,167,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
581,4.0578707291511815,70,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
582,1.1171545346080165,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
583,0.9061868773103925,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
584,4.1152223601500735,55,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
585,4.117060512390163,51,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
586,4.118631654667842,99,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
587,4.208188282398623,86,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
588,4.176109201005602,90,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
589,4.177778616955038,87,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
590,4.2080447040862055,59,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
591,4.0707886962918565,44,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
592,4.204271999513731,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
593,3.9965820247074593,33,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
594,4.135335956663766,36,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
595,4.162149534888158,59,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
596,4.124922460361267,44,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
597,4.060923717841797,74,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
598,3.9182907680340575,66,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
599,3.9384677138703412,40,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
600,4.060236971499398,158,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
601,4.071398951242736,68,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
602,1.0003105877804046,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
603,3.9956420467584395,35,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
604,0.9303548387550109,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
605,1.0165053634016659,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
606,4.031650710303802,56,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
607,4.060158301856427,45,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
608,4.077610547709628,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
609,4.07393207008281,38,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
610,4.006278365320759,57,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
611,4.152855218737386,66,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
612,4.216525284423551,78,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
613,4.220754769162158,68,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
614,4.248146990947134,111,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
615,4.2480985806905665,108,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
616,4.167090646064025,45,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
617,4.2872871109531845,75,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
618,4.049360256762884,297,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
619,4.205214358249213,86,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
620,4.191636583919172,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
621,4.078956951445434,40,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
622,4.1812340528224015,55,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
623,4.1336727836634966,68,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
624,4.151216854210361,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
625,4.084707051658188,60,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
626,4.132204235461541,51,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
627,4.247663398593431,64,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
628,3.988725349213928,38,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
629,3.908625425107312,30,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
630,4.04988585557876,55,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
631,1.0191108462429839,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
632,4.193503839671029,64,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
633,3.981948393280618,42,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
634,4.002920400181028,207,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
635,3.8933445702328755,110,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
636,4.11694348690653,107,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
637,4.044591054038028,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
638,4.086398099224607,67,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
639,4.150191228784388,76,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
640,4.137332844815683,152,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
641,4.107080258651695,65,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
642,4.131426525079587,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
643,4.125425921240821,67,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
644,4.186480882379692,45,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
645,4.052851708451636,35,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
646,4.105910318958922,44,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
647,4.248932648828486,54,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
648,3.8378839055309073,29,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
649,0.9246890511145467,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
650,4.0667721888501545,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
651,4.094337534382066,136,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
652,1.023074886874383,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
653,0.9694697441635072,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
654,0.9819179085709038,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
655,4.026624952221755,34,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
656,4.141684747766703,42,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
