episode,reward,steps,mastery
657,3.9636127197896713,51,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
658,4.081749921641313,39,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
659,4.1156232090390406,38,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
660,4.082804916835449,49,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
661,4.242073615122354,97,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
662,1.0967004769903723,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
663,3.9897436498868046,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
664,4.112195451789011,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
665,4.222421837999718,56,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
666,3.9664961492133446,35,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
667,1.060322092649585,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
668,0.9689370793246781,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
669,4.085485133339534,54,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
670,4.134562690765597,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
671,3.992469829227775,61,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
672,3.99262398747378,42,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
673,4.1050088962598235,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
674,4.136873341533646,58,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
675,4.12800484533509,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
676,4.043483231497521,54,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
677,4.12032174867345,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
678,4.069240569214162,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
679,4.1291845198153165,57,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
680,4.071420168496843,44,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
681,4.120440340059576,49,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
682,4.18796758504468,68,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
683,4.130141257193463,55,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
684,4.2325606291939035,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
685,4.099445349472808,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
686,4.070972330252698,80,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
687,4.106657714150788,55,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
688,4.084135725768283,37,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
689,4.077092746674316,127,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
690,0.8906311197060859,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
691,4.077760419966944,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
692,1.1501088501681807,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
693,4.006060685359989,40,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
694,4.168526097550057,42,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
695,3.9831643142766553,36,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
696,1.0636115040557343,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
697,0.9374530192697421,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
698,4.042333841732761,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
699,3.962547639291733,42,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
700,4.027460415897076,91,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
701,4.03293774673657,39,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
702,4.145482828843524,58,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
703,4.167926795400854,51,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
704,1.1031285396515158,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
705,3.96393231661059,44,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
706,4.210768979627756,59,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
707,4.225824254512554,91,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
708,1.077986504652654,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
709,4.108557824364107,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
710,3.9830313610553274,43,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
711,1.0451050185161876,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
712,4.066826142148057,31,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
713,4.139986724474875,68,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
714,1.0426086462146487,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
715,3.9111767721420616,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
716,4.057647072387044,49,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
717,3.9988456709033926,64,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
718,4.074944073289226,61,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
719,0.9615146321484644,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
720,4.078550555102993,49,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
721,3.9599912839024913,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
722,0.9678700190568634,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
723,4.024689839727944,58,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
724,4.048767648742069,212,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
725,4.052632823141176,165,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
726,1.0855362295667876,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
727,0.994468214288645,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
728,4.027169714480988,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
729,4.260560837839148,71,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
730,0.9762947931256349,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
731,4.280625067051733,92,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
732,4.386194089523633,57,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
733,4.212295989037375,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
734,3.902104778608191,32,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
735,4.121321739492123,55,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
736,4.230045730873826,56,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
737,4.253349520843767,55,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
738,4.116134298502584,34,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
739,4.125614064013644,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
740,4.068342910762294,51,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
741,4.127986794438039,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
742,4.206797115027439,43,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
743,4.2457388204085875,64,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
744,4.225364417015226,45,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
745,4.131387632898987,36,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
746,4.032666631808388,69,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
747,4.141170767971198,49,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
748,4.0419722262871804,44,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
749,4.183169605735747,60,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
750,4.2532901147511435,54,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
751,4.124702325818362,38,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
752,4.121623406844447,44,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
753,4.29742225043592,60,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
754,4.176481379465258,34,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
755,4.105858824774623,35,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
756,4.138165501574986,36,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
757,4.260746368149557,117,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
758,4.157993367523886,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
759,4.2637949025389394,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
760,4.1984647803838016,51,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
761,3.926131368544884,28,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
762,4.012976004054144,266,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
763,4.099716721766162,51,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
764,4.099663777195383,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
765,4.048927077843109,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
766,4.130205385957379,104,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
767,4.1596308481748565,74,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
768,4.0610874901001806,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
769,4.079699083743617,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
770,4.252839440034586,90,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
771,4.054561846842989,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
772,3.9296658611638122,33,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
773,4.146451680023166,36,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
774,3.921620519481076,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
775,4.070143612660468,37,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
776,4.152951855080028,67,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
777,4.202725366051891,51,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
778,4.0910763492851405,37,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
779,4.09280139591574,37,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
780,4.029898932947253,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
781,4.167693990420958,42,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
782,4.124219207985152,75,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
783,3.960563047241885,226,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
784,4.1572024358072674,60,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
785,0.9992379711053219,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
786,0.9486952369334176,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
787,4.192079935934453,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
788,0.9860667657630985,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
789,3.8030199598375476,25,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
790,4.115208261743828,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
791,3.9129844660579693,30,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
792,4.22511284861248,43,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
793,4.11151129850914,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
794,4.129170991915453,38,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
795,4.136252073739888,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
796,3.9856350753922016,34,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
797,4.0537481242674405,84,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
798,4.157315748304245,55,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
799,0.9523764655386913,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
800,0.9381178476687637,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
801,4.139873808340053,86,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
802,4.006798336324937,269,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
803,3.957231375249103,37,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
804,3.7829153093742205,32,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
805,4.08106137621362,51,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
806,4.214750084694242,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
807,3.8233341949206077,40,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
808,3.7834273358574135,29,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
809,0.908386938700278,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
810,4.116084009123734,43,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
811,4.052249082992785,55,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
812,3.963556662897463,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
813,4.15998179831804,138,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
814,1.0107722461631057,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
815,3.931719818903366,204,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
816,3.9396375673692092,34,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
817,3.958878097170964,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
818,4.000566543466993,63,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
819,3.962802678301523,178,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
820,4.15215489116963,40,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
821,4.074849101422297,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
822,4.057653255018522,42,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
823,4.206569452397526,69,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
824,4.1790431897505185,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
825,3.9194974836311305,27,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
826,4.210444507945795,63,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
827,4.056162710928765,73,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
828,4.137762634572573,39,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
829,4.140699273426435,81,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
830,4.109674076671945,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
831,3.964583686704282,37,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
832,4.0003418982742005,54,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
833,3.8398881822489788,28,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
834,4.08222052136407,42,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
835,4.127895532440744,35,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
836,3.8873213908460458,38,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
837,4.303244698181516,86,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
838,3.9452571143177924,31,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
839,4.012652200710727,110,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
840,3.995370075161918,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
841,1.0682187454964152,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
842,3.970554223746876,130,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
843,0.9423897353088251,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
844,4.111080654883699,51,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
845,4.114992650282511,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
846,4.106299271364696,63,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
847,3.990174688739353,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
848,4.0899682556031625,82,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
849,4.079455779482669,173,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
850,4.181977572439064,60,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
851,4.189060469412652,55,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
852,4.227625753781467,49,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
853,4.007124651182676,75,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
854,4.04948438758147,56,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
855,4.090999056672445,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
856,4.162517892823962,207,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
857,4.0534934255425465,164,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
858,4.0422163013194226,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
859,3.9406760076701177,44,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
860,3.9627786287106574,38,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
861,4.13153090410051,45,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
862,4.023529838994728,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
863,4.167644114010909,98,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
864,4.084072521794587,49,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
865,4.233382288391295,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
866,4.260807049235154,69,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
867,4.1558579510237905,62,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
868,4.123354906408349,58,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
869,4.217106289090589,56,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
870,4.257052024913719,74,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
871,4.254545955729554,173,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
872,4.026416076906026,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
873,4.08538798224763,62,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
874,4.186317001358839,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
875,4.292003431110061,92,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
876,4.232764687103918,143,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
877,4.28406315089087,70,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
878,4.059864967457543,115,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
879,3.990083536338352,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
880,4.036018830956891,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
881,4.044464625495311,77,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
882,4.142826608871109,44,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
883,4.027535884926328,36,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
884,4.314465478002967,88,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
885,3.9554918966750847,44,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
886,4.034558024254511,57,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
887,4.129675283189863,42,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
888,4.144101358321495,49,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
889,4.341338503907901,80,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
890,3.9251217317883857,35,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
891,3.9696816556432166,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
892,4.012033693480771,29,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
893,4.189828501861484,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
894,4.116412366321311,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
895,4.13695609352726,39,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
896,3.9858600284438577,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
897,4.096486082342745,39,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
898,4.1047451686419665,37,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
899,4.177481592788536,49,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
900,3.9732783079845833,34,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
901,4.26044529137871,143,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
902,4.180779641892878,115,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
903,4.130142702833109,36,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
904,4.075491020566551,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
905,0.9602957420735039,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
906,4.0156460874102775,43,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
907,4.245751540773199,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
908,4.266050906782039,45,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
909,4.103412353829481,40,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
910,4.106661887001247,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
911,4.079658365988871,54,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
912,4.142482650163584,71,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
913,4.226276163382863,45,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
914,4.226559602818452,60,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
915,4.212043718260247,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
916,4.14170969040133,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
917,4.0465977133950215,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
918,4.03335194675019,51,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
919,4.165392743962002,101,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
920,4.250647341914009,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
921,4.259152331668884,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
922,4.243939543492161,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
923,4.162075149989687,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
924,4.165945331471448,43,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
925,4.127958750755352,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
926,4.217320150778687,54,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
927,4.108592279742879,38,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
928,4.156992629973684,54,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
929,4.134560857851466,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
930,4.1553183676762275,77,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
931,4.075138174531458,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
932,4.13443784397532,38,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
933,4.064284313724784,37,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
934,4.210736892986461,49,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
935,4.247899599726952,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
936,4.070660147699527,35,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
937,4.236778253130614,64,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
938,4.3654734554322205,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
939,4.169797837734222,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
940,4.2487096674740314,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
941,4.168987777773873,60,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
942,4.295401637486066,72,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
943,1.0079861169127982,300,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
944,4.161943371384405,39,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
945,4.266117661003955,44,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
946,4.335911771873361,62,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
947,4.2114969691407165,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
948,4.14594200658612,45,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
949,4.104970710584894,57,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
950,4.116411195727414,64,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
951,4.2027436496122395,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
952,4.261262296959467,67,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
953,4.239771777340502,83,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
954,4.247489600122208,162,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
955,4.20957253833185,105,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
956,4.325161027844297,105,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
957,4.14139063837938,49,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
958,4.22141506189364,69,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
959,4.198211180961517,60,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
960,4.269777991605224,64,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
961,4.1548225109450865,64,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
962,4.222306270775152,76,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
963,4.139832022959308,40,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
964,4.157600147138874,49,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
965,4.178553473694774,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
966,4.049128642166034,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
967,4.222253171964257,56,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
968,4.161679492029362,38,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
969,4.128432938392507,52,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
970,4.22293664226454,61,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
971,4.06003514258191,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
972,4.210021931829397,53,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
973,4.022465019920491,278,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
974,4.084826360255829,41,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
975,4.096066284901463,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
976,4.050624741512001,141,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
977,4.373727911766037,51,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
978,4.066527423000662,48,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
979,4.166478706357884,50,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
980,4.126081030414207,49,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
981,4.204601658176398,67,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
982,4.135200135121704,47,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
983,4.16708604946034,46,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
984,4.29731096837204,70,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
985,4.214282684205682,61,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
986,4.180895459772728,54,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
987,4.30252982613456,56,[0.95 0.95 0.95 0.95 0.95 0.95 0.95]
