arch,ll_mode,experience_sharing,share_mode,use_tutee,episode,reward,steps,mastery_mean,mastery_min,completed,flat_agent_reward,n_ll_agents,share_enabled_eff,share_mode_eff,share_attempts,share_peer_samples,share_mean_peer_weight,share_eligible_peers_mean,share_selected_peers_mean,ll_reward_0,ll_reward_1,ll_reward_2,ll_reward_3,ll_reward_4,ll_reward_5,ll_reward_6,tutee_reward_total
hrl,multi,0,off,0,17,12.723318521084728,300,0.606908917427063,0.163230299949646,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.06590413488447666,3.1177010106883243,3.116168849953101,3.1382306276704184,3.179900987941073,0.048980165459215644,0.05643274448812008,0.0
hrl,multi,0,off,0,18,15.902082699052698,300,0.73244708776474,0.18872161209583282,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.04524886608123779,3.1021558911568716,3.253205270320177,3.1523577496540383,3.1309351460658945,0.02889406681060791,3.1892857089638706,0.0
hrl,multi,0,off,0,19,18.645209948444972,300,0.843032956123352,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.12158167923335,3.086283520676079,3.1257849704968974,3.1080808017402886,3.1137030012032483,2.9897759594488886,0.10000001564621926,0.0
hrl,multi,0,off,0,20,9.293150541100477,300,0.5210191607475281,0.054432664066553116,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.0675438579171896,3.099053910661314,3.1884350843727587,3.1059440497308968,0.10379206314682961,-0.38634102791547775,0.11472260318696499,0.0
hrl,multi,0,off,0,21,8.991760595486266,300,0.523297905921936,0.08564519882202148,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.07264684303663671,3.1899804432119705,0.0785365954041481,3.1111111260950564,3.1196078419685365,-0.648640771023929,0.06851851679384709,0.0
hrl,multi,0,off,0,22,12.6389323741314,300,0.631559431552887,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.09074562275782228,3.2044334653386612,3.1774283037317215,3.0933537346543742,0.08421052359044552,2.900634365295991,0.08812635876238346,0.0
hrl,multi,0,off,0,23,12.895542188090623,300,0.7329142689704895,0.19427898526191711,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.05689570680260658,3.204306513076881,3.200532684571226,3.1370370335876943,0.09802358336746693,0.07016445063054562,3.128582216054201,0.0
hrl,multi,0,off,0,24,9.70992786908173,300,0.5307081937789917,0.1833232194185257,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.12514008949510752,3.1317936752719104,3.0898776254296534,3.150405165425036,0.09341736435890198,0.034410031978040934,0.0848839171230793,0.0
hrl,multi,0,off,0,25,12.742549654055619,300,0.6323030591011047,0.1729852706193924,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.1029219638556242,3.113187117484631,3.1258162319660188,3.1505729185068048,0.08442265167832375,0.016392396297305822,3.149236374266911,0.0
hrl,multi,0,off,0,26,15.763588943626381,300,0.7283240556716919,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.07792207039892673,3.100151226852904,3.0886560671031473,3.150358956414857,3.0918300628662108,0.1323834114591591,3.122287148531177,0.0
hrl,multi,0,off,0,27,9.63449194964196,300,0.5253285765647888,0.1729852706193924,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.0,3.122960128105478,3.119781742244959,3.150687959502102,0.10873017087578773,0.036355686374008656,0.09597626253962517,0.0
hrl,multi,0,off,0,28,15.805356282173307,300,0.737878143787384,0.1833232194185257,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.1029411919414995,3.192136503924848,3.1511322697246213,3.1505899297539144,3.1034188002347944,0.027215516194701195,0.07792207039892673,0.0
hrl,multi,0,off,0,29,15.771994172369887,300,0.7354670763015747,0.1780792474746704,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.09460785612463951,3.0934921333944656,3.1509656044494476,3.1501822535850805,3.0988215424120424,0.022100578527897596,3.1618242038763125,0.0
hrl,multi,0,off,0,30,12.777244171506027,300,0.7198377847671509,0.19427898526191711,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.10664487555623055,3.104724114590499,3.151032322215906,3.15,0.07909438759088516,0.0904268375132233,3.0953216340392826,0.0
hrl,multi,0,off,0,31,18.553043096621696,300,0.8464516401290894,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.1244981003925205,3.1724763821344824,3.1692205592669778,3.1035313995569593,0.04044117406010628,2.8084580747410652,3.1344174064695833,0.0
hrl,multi,0,off,0,32,15.600952965248144,300,0.7288810014724731,0.08961176127195358,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.0895731757453175,3.125041246647015,3.1510069376294267,3.1136363755911587,0.10156138725578785,-0.15782683081924914,3.177960673198686,0.0
hrl,multi,0,off,0,33,9.415968240759685,300,0.6177414059638977,0.08434990793466568,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.1199098998709816,3.201785803545499,0.05,3.09603174328804,0.07013878971338272,-0.22257140483707188,0.10067340917885303,0.0
hrl,multi,0,off,0,34,12.742105689123854,300,0.6418278813362122,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.04738561809062958,3.126081104471814,3.114402797273942,3.150324179214658,0.0238095223903656,0.09433420480927453,3.1857682628731707,0.0
hrl,multi,0,off,0,35,12.668450204770489,300,0.628416121006012,0.1729852706193924,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.04999999701976776,3.113338100299006,3.1404293140411026,3.1506884872709633,0.019607841968536377,0.07355313207954169,3.12083333209157,0.0
hrl,multi,0,off,0,36,15.769869013226707,300,0.7460569739341736,0.1729852706193924,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.09782910132780671,3.0950269545908666,3.1488870714834776,3.1503568552056094,3.142134651044034,0.028247302398085594,3.107387077176827,0.0
hrl,multi,0,off,0,37,12.78337877622107,300,0.6383681297302246,0.1585610806941986,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.06483154743909836,3.1916312325280156,3.15064741060487,3.15022955123859,3.1144549761927918,-0.008546524681150913,0.12013058289885521,0.0
hrl,multi,0,off,0,38,15.80072971140671,300,0.742059051990509,0.1729852706193924,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.056018514558672905,3.1005012621651984,3.151410541430232,3.1501281459699384,3.1624338544905184,0.026803358923643827,3.153434033868507,0.0
hrl,multi,0,off,0,39,18.83995604081997,300,0.8463600873947144,0.18872161209583282,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.1333971568383276,3.1034524055838117,3.1506782570198992,3.150182471863809,3.1529153833631423,0.035231128334999084,3.1140992378159806,0.0
hrl,multi,0,off,0,40,12.844051521834626,300,0.6621794700622559,0.1833232194185257,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.08278629183769226,3.201169063692214,3.1386512144687004,3.1502201812021666,0.07949940988328308,0.03459402685984969,3.15713133389072,0.0
hrl,multi,0,off,0,41,15.822608953900634,300,0.7590230107307434,0.19427898526191711,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.07566327415406704,3.1180192820436785,3.1319732672171083,3.151389648867189,3.144139415756217,0.05,3.1514240658623747,0.0
hrl,multi,0,off,0,42,15.798427265827193,300,0.7411772608757019,0.1729852706193924,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.10151512869633735,3.09123105747567,3.1481214076571633,3.151118904168834,3.1239311733486828,0.04157056100666523,3.140939033473842,0.0
hrl,multi,0,off,0,43,18.84281320059017,300,0.8506802916526794,0.1780792474746704,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.1186311115903664,3.100439732185623,3.150893575932423,3.1517256531573365,3.156269940475613,0.027980383951216936,3.1368728032975923,0.0
hrl,multi,0,off,0,44,15.803114392417774,300,0.7560257315635681,0.16803701221942902,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.11060959759633988,3.1067204920516813,3.1489112144787215,3.150229909492191,3.139516294839268,0.003476496785879135,3.143650387173693,0.0
hrl,multi,0,off,0,45,12.791985091267271,300,0.7173662781715393,0.1729852706193924,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.1126719857391434,3.1293868551263584,3.1480005512799836,3.15,0.07547442987561226,0.047168650198727846,0.1292826190474443,0.0
hrl,multi,0,off,0,46,12.733282195439095,300,0.6627203226089478,0.18872161209583282,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.103978055875632,3.1255638014234135,3.1509649051353334,3.1504247595061314,0.0764887947589159,0.042805340606719255,0.08305653813295066,0.0
hrl,multi,0,off,0,47,18.85456187650525,300,0.8498502969741821,0.1729852706193924,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.115743613569066,3.13587369624729,3.1503375087253516,3.15,3.1309247144890833,0.01879536733031273,3.1528869761441456,0.0
hrl,multi,0,off,0,48,15.82448174789497,300,0.7472525835037231,0.1833232194185257,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.09250221862457693,3.1139738844911333,3.140552343703166,3.150177519439603,3.175518436218044,0.023054104764014482,3.1287032406544313,0.0
hrl,multi,0,off,0,49,12.802407530399796,300,0.7143550515174866,0.18872161209583282,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.057985031977295876,3.1292180723074123,3.1487421147845454,3.1517966470331884,3.1491987768167746,0.03189719934016466,0.13356968814041464,0.0
hrl,multi,0,off,0,50,12.540278461197158,300,0.6929203271865845,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.0,3.14265138914343,3.1483917888777797,3.1503493292606435,0.11109828855842352,2.9076992193236944,0.08008844603318721,0.0
hrl,multi,0,off,0,51,12.770584296939978,300,0.6536744236946106,0.1780792474746704,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.07618038193322718,3.1484862138910104,3.1426498200613424,3.15,0.06878153816796839,0.019194187596440315,3.1652921552899898,0.0
hrl,multi,0,off,0,52,15.765663456796936,300,0.7605794668197632,0.16803701221942902,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.07225505798123777,3.1355929964309324,3.1511479141321614,3.15,3.109042653690267,0.029954626224935055,3.1176702083374037,0.0
hrl,multi,0,off,0,53,18.555042168835644,300,0.8461731672286987,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.07777779176831245,3.10488600989338,3.1503321745462016,3.1506368534159264,3.1187740700494033,2.853502864204347,3.0991324049580724,0.0
hrl,multi,0,off,0,54,14.950077282472922,300,0.7363602519035339,0.038188107311725616,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.13357339911162852,3.1070963128411675,3.149116036760097,3.1502882408443837,3.1374628939083777,-0.8131443098187447,3.085684708826011,0.0
hrl,multi,0,off,0,55,15.782110744874807,300,0.7333965301513672,0.163230299949646,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.0527290403842926,3.1356137647351714,3.1422335547482363,3.15,3.132096899818862,0.009046348743140697,3.1603911364451047,0.0
hrl,multi,0,off,0,56,12.744516783334257,300,0.6545315980911255,0.1833232194185257,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.107031862437725,3.148700634019042,3.142336350757978,3.15,0.07122983527369797,0.06116581708192825,0.0640522837638855,0.0
hrl,multi,0,off,0,57,18.753690416007885,300,0.8640144467353821,0.3205227255821228,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.076272463459463,3.1356487870114504,3.1422299141791883,3.1501068876881617,0.12333053660113365,3.019831229565898,3.106270597502589,0.0
hrl,multi,0,off,0,58,18.84887728897156,300,0.8474028706550598,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.06269840896129608,3.1353367359086404,3.1501309464350924,3.15,3.1285777874290943,3.0682219436392186,3.1539114665982195,0.0
hrl,multi,0,off,0,59,18.843867104390664,300,0.8505532145500183,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.056018514558672905,3.135442619398236,3.151325914010522,3.150825565170089,3.1570951935718767,3.0957816229900343,3.0973776746912334,0.0
hrl,multi,0,off,0,60,18.716877098697296,300,0.8483262658119202,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.03606237471103668,3.135567538793839,3.142535256383417,3.150710895183147,3.176249649278179,2.9568863589316603,3.1188650254160164,0.0
hrl,multi,0,off,0,61,18.838517662821687,300,0.84745854139328,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.03606237471103668,3.2004937310004604,3.121756549179554,3.1505104559968458,3.1781354116319562,3.0301175688626243,3.1214415714392088,0.0
hrl,multi,0,off,0,62,18.85327014320792,300,0.847204327583313,0.19427898526191711,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.06580396182835102,3.1507564123152405,3.140222432205337,3.15,3.1610552771235234,3.0642056820914148,3.121226377644052,0.0
hrl,multi,0,off,0,63,15.857528223810004,300,0.8494811058044434,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.08606237471103668,3.1355898541340137,3.1419503936645925,3.15,3.1582803720502852,0.060870945639908317,3.1247742836101677,0.0
hrl,multi,0,off,0,64,18.936175767850273,300,0.8543991446495056,0.23199999332427979,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.10985154770314694,3.1288840251479995,3.1492945447258536,3.15,3.154821852371242,3.1232377778738734,3.1200860200281566,0.0
hrl,multi,0,off,0,65,12.821728550093848,300,0.7849220633506775,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.05689570680260658,3.139810414923704,3.151165343761386,3.15,0.12163087079534307,0.06960784196853638,3.1326183718422724,0.0
hrl,multi,0,off,0,66,18.883836156418756,300,0.8514863848686218,0.23199999332427979,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.10849672853946686,3.148518106719712,3.142884908580163,3.15,3.126938486006111,3.094861778616905,3.1121361479563943,0.0
hrl,multi,0,off,0,67,21.916288102246472,110,0.9533161520957947,0.949999988079071,1,0.0,7,0,off,0,0,0.0,0.0,0.0,3.104150319949258,3.206158991716802,3.12628857063537,3.15,3.1325668345671147,3.1041193224489687,3.0930040629289577,0.0
hrl,multi,0,off,0,68,18.82957687258895,300,0.8591552376747131,0.2922111749649048,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.17908814288675784,3.14824975887459,3.141841644793749,3.15,3.1576689786787027,2.954356560441374,3.098371786913776,0.0
hrl,multi,0,off,0,69,15.949035538805767,300,0.8514181971549988,0.23199999332427979,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.13508402854204177,3.1963936109372297,3.108665726603067,3.15,3.1724086111542418,0.0675438579171896,3.118939703651995,0.0
hrl,multi,0,off,0,70,21.93987332799006,300,0.9543262720108032,0.9228251576423645,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.1216545589966698,3.1357215524418276,3.0934194953704717,3.151949273937498,3.2406319063025872,3.088414098555222,3.1080824423857845,0.0
hrl,multi,0,off,0,71,18.816910691627346,300,0.8526490330696106,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.0527290403842926,3.1065005242533514,3.1284468045356335,3.150836386650917,3.1444405786693093,3.120215078824549,3.1137422783092914,0.0
hrl,multi,0,off,0,72,18.906033225402645,300,0.8788729906082153,0.3988420069217682,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.1842105235904454,3.1139337875836643,3.130161666468484,3.15,0.13630819777026773,3.0892608491238205,3.1021582008659605,0.0
hrl,multi,0,off,0,73,18.7979025460736,300,0.8507167100906372,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.05567021667957306,3.1183486784109844,3.1265923594080958,3.15,3.15,3.1041164433816446,3.0931748481933026,0.0
hrl,multi,0,off,0,74,21.87623106646206,291,0.9596837162971497,0.949999988079071,1,0.0,7,0,off,0,0,0.0,0.0,0.0,3.135119042545557,3.1211192959715843,3.131644468072045,3.15,3.1258749369531866,3.093076033645775,3.1193972892739112,0.0
hrl,multi,0,off,0,75,18.819603123118576,300,0.8519443273544312,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.0527290403842926,3.142894460661046,3.1354451456762034,3.1504673085641115,3.145906185833155,3.0913814722051027,3.1007795097946653,0.0
hrl,multi,0,off,0,76,18.861192269145977,300,0.8487758040428162,0.23199999332427979,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.15555555038154126,3.103980533775757,3.1037268749903886,3.15,3.121422957201139,3.1151629026979206,3.1113434500992296,0.0
hrl,multi,0,off,0,77,18.817329092551518,300,0.8615807890892029,0.262719988822937,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.09472015500068665,3.1292281808680853,3.1511817658814834,3.150229909492191,3.1170303971128304,3.076483901776373,3.098454782419867,0.0
hrl,multi,0,off,0,78,15.817859531151772,300,0.8428362607955933,0.23199999332427979,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.14044117406010628,3.089001910474326,3.1143711727825574,3.1501133601981564,0.10584950465708971,3.0923280391842125,3.1257543697953225,0.0
hrl,multi,0,off,0,79,15.826171895750804,300,0.8620265126228333,0.262719988822937,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.08410861995071173,0.13815849800885188,3.1514484355124295,3.150229909492191,3.1170508339026126,3.084321216866374,3.1008543820176326,0.0
hrl,multi,0,off,0,80,22.025016336876437,300,0.9499209523200989,0.9247679114341736,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.159459090225573,3.20609623901546,3.2194931969381284,3.15,3.106094454601407,3.086904054097249,3.096969301998615,0.0
hrl,multi,0,off,0,81,18.83302793464536,300,0.8379349708557129,0.2253636121749878,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.10434015206992626,3.1352150530117795,3.150859225161548,3.1427987684495746,3.086386741361639,3.09035364970332,3.1230743448875726,0.0
hrl,multi,0,off,0,82,18.786360592631993,300,0.8497754335403442,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.06754387356340885,3.1289407964039126,3.1482517554046354,3.15018252969312,3.0908526267856358,3.0911360615180454,3.1094529492632317,0.0
hrl,multi,0,off,0,83,18.79099786439874,300,0.8526393175125122,0.1833232194185257,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.06490940153598786,3.1603853565175086,3.1370793208869143,3.1501826678198994,3.0868420594095367,3.091597544295655,3.100001513933239,0.0
hrl,multi,0,off,0,84,18.863879639867083,300,0.8511339426040649,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.11428571045398712,3.1209943760230088,3.151358309367788,3.15,3.13969797203099,3.090251296282804,3.0972919757085036,0.0
hrl,multi,0,off,0,85,18.80555537406035,300,0.8446893692016602,0.19427898526191711,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.07764261234551668,3.118627091372036,3.1513258169492473,3.15,3.107684513601998,3.0881263587623833,3.1121489810291676,0.0
hrl,multi,0,off,0,86,18.808396722988252,300,0.8463014364242554,0.20981186628341675,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.06330240443348885,3.1002499140566213,3.1504308199677324,3.15,3.1251051227925926,3.0952488660812376,3.1240595956565813,0.0
hrl,multi,0,off,0,87,18.906206348558772,300,0.839339554309845,0.2126549333333969,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.09799681436270474,3.1211588102421954,3.2106650413101305,3.1469796744408085,3.151204971295374,3.0868482321573536,3.091352804750204,0.0
hrl,multi,0,off,0,88,21.91724043513023,300,0.8968682885169983,0.5568715929985046,0,0.0,7,0,off,0,0,0.0,0.0,0.0,2.9796465367820923,3.2032140038121724,3.234182867275376,3.15,3.166862743357342,3.085185182467103,3.098149101436138,0.0
hrl,multi,0,off,0,89,22.050958358490245,163,0.9527984261512756,0.949999988079071,1,0.0,7,0,off,0,0,0.0,0.0,0.0,3.114719228306785,3.203085970925167,3.2245346756419164,3.15,3.168477353936396,3.0842105235904453,3.105930606089532,0.0
hrl,multi,0,off,0,90,18.87771279608278,300,0.8138312101364136,0.23199999332427979,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.12747820764780043,3.125438018895511,3.1513117351045365,3.1342844922095536,3.1269214343628846,3.0842105235904453,3.1280683842720465,0.0
hrl,multi,0,off,0,91,18.784691546134127,300,0.7506421208381653,0.1780792474746704,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.07777663338929415,3.1138171351602066,3.137938864224998,3.110548164512147,3.1659532965248216,3.085349009085621,3.0933084432370377,0.0
hrl,multi,0,off,0,92,18.888531056181822,300,0.8382024168968201,0.22650781273841858,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.12435362245887518,3.13528104222205,3.1421091634052574,3.1447076266107614,3.1567787650274113,3.088737409377063,3.0965634270804,0.0
hrl,multi,0,off,0,93,18.853862988573383,300,0.8434969186782837,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.09044117406010628,3.1271034589852205,3.1482203353531077,3.15,3.157152079886873,3.0842105235904453,3.096735416697629,0.0
hrl,multi,0,off,0,94,18.84726808841951,300,0.8406186699867249,0.23199999332427979,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.08749999776482582,3.099698165799782,3.15296239421732,3.1457891486264997,3.1717925234232096,3.0865789778443284,3.1029468807435476,0.0
hrl,multi,0,off,0,95,18.85069492317707,300,0.8495445847511292,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.0527290403842926,3.1399111423132124,3.1510332037782063,3.15,3.1661700205222587,3.0913880090418386,3.099463507137261,0.0
hrl,multi,0,off,0,96,18.849065896341926,300,0.8512037992477417,0.20000000298023224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.0527290403842926,3.129095970802882,3.151202691310027,3.15,3.1760888834440264,3.091662768286187,3.0982865421145105,0.0
hrl,multi,0,off,0,97,18.9053220535352,300,0.854381263256073,0.2253636121749878,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.07615654841065407,3.1207606271098483,3.1487856159816148,3.15,3.1655764317300052,3.1013131994739522,3.142729630829126,0.0
hrl,multi,0,off,0,98,18.92466850648416,300,0.8579987287521362,0.24735067784786224,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.1546695349738002,3.1207630023462114,3.1511496008737594,3.15,3.1654397924939985,3.0894783338015257,3.0931682419948627,0.0
hrl,multi,0,off,0,99,21.941259303793778,167,0.9535506963729858,0.949999988079071,1,0.0,7,0,off,0,0,0.0,0.0,0.0,3.150000015646219,3.1402065217815105,3.153296043796581,3.15,3.1665748108178375,3.0881263587623833,3.0930555529892443,0.0
hrl,multi,0,off,0,100,18.875062751362567,300,0.8536811470985413,0.262719988822937,0,0.0,7,0,off,0,0,0.0,0.0,0.0,3.1625194028572876,3.1402398872422053,3.149328256031731,3.15,0.07587204985320568,3.1006287991738644,3.096474356204271,0.0
hrl,multi,0,off,0,101,15.951339064854256,300,0.7190861105918884,0.3477018177509308,0,0.0,7,0,off,0,0,0.0,0.0,0.0,0.2590211659669876,3.1385899724788033,3.150095438219432,3.121788755938178,0.10216378385666758,3.086616124329157,3.0930638240650294,0.0
