arch,ll_mode,experience_sharing,share_mode,use_tutee,episode,reward,steps,mastery_mean,mastery_min,completed,flat_agent_reward,avg_agent_reward,hl_tutee_rate,topic_entropy_ep,n_ll_agents,share_enabled_eff,share_mode_eff,share_attempts,share_peer_samples,share_mean_peer_weight,share_eligible_peers_mean,share_selected_peers_mean,ll_reward_0,ll_reward_1,ll_reward_2,ll_reward_3,ll_reward_4,tutee_reward_total,avg_reward_per_learning_agent,avg_reward_per_topic_slot
hrl,multi,0,weighted_cka,1,24,1.8777695847911722,300.9,0.6256190538406372,0.36888590455055237,0,0.0,0.31296159746519536,0.08,0.8553480070332077,5,0,off,0,0,0.0,0.0,0.0,0.08293503955565386,0.4817106495106126,-0.39737525456860057,0.6985249101542865,0.2640965970754623,0.7478776430637575,0.31296159746519536,0.3755539169582344
hrl,multi,0,weighted_cka,1,25,2.963967253761476,255.84999999999994,0.7096903324127197,0.7023988962173462,1,0.0,0.49399454229357936,0.14960629921259844,0.9621786942344079,5,0,off,0,0,0.0,0.0,0.0,-0.028349266960023763,0.5607032872531562,-0.07016186255667724,0.8893030863702296,0.18928514423593867,1.4231868654188526,0.49399454229357936,0.5927934507522952
hrl,multi,0,weighted_cka,1,26,1.0093837541273438,300.8999999999999,0.5350931286811829,0.2424205243587494,0,0.0,0.1682306256878906,0.06,0.7975104046147395,5,0,off,0,0,0.0,0.0,0.0,-0.13605208438850258,0.05168162498925799,0.06800636417604977,0.42310254733788266,0.24619584022089835,0.35644946179175746,0.1682306256878906,0.20187675082546871
hrl,multi,0,weighted_cka,1,27,3.041114249290688,242.84999999999997,0.7081136703491211,0.7042975425720215,1,0.0,0.5068523748817814,0.09504132231404959,0.9923169250970387,5,0,off,0,0,0.0,0.0,0.0,0.12813072898145753,0.34374715827172614,0.4495584068552124,0.8474267556063131,0.4857080983263439,0.7865431012496351,0.5068523748817814,0.6082228498581376
hrl,multi,0,weighted_cka,1,28,2.9688785649624414,252.59999999999997,0.7069004774093628,0.7006278038024902,1,0.0,0.4948130941604069,0.18326693227091634,0.992013148976519,5,0,off,0,0,0.0,0.0,0.0,0.12342512271692965,0.3151885871085105,0.07798606586782242,0.8993000215739011,0.4082384460121392,1.1447403216831384,0.4948130941604069,0.5937757129924883
hrl,multi,0,weighted_cka,1,29,2.968939293530885,256.99999999999994,0.7056300640106201,0.700233519077301,1,0.0,0.4948232155884809,0.078125,0.9883955430854149,5,0,off,0,0,0.0,0.0,0.0,0.028892773574217937,0.38627414310723535,0.003758936668746087,0.7921423707976936,0.15766826815635415,1.6002028012266383,0.4948232155884809,0.5937878587061771
hrl,multi,0,weighted_cka,1,30,2.946303063567098,260.79999999999995,0.7039754390716553,0.7006676197052002,1,0.0,0.49105051059451643,0.08076923076923077,0.9915927159733539,5,0,off,0,0,0.0,0.0,0.0,0.19455231511313453,0.38228246630716595,0.47444132416136553,1.1212661568801847,-0.010180200779577885,0.7839410018848254,0.49105051059451643,0.5892606127134197
hrl,multi,0,weighted_cka,1,31,3.0269362435988145,242.74999999999991,0.7084341049194336,0.704596757888794,1,0.0,0.5044893739331356,0.17012448132780084,0.9787764415674335,5,0,off,0,0,0.0,0.0,0.0,0.11364068178413422,0.9499167484315111,0.5058255490846931,0.4358427808508276,0.2486249261312185,0.7730855573164297,0.5044893739331356,0.6053872487197628
hrl,multi,0,weighted_cka,1,32,2.9964899056039074,248.49999999999997,0.7033640742301941,0.7011847496032715,1,0.0,0.49941498426731795,0.07258064516129033,0.9842718181397128,5,0,off,0,0,0.0,0.0,0.0,0.6087208626183945,0.416392129738815,0.5104537560348398,0.8133672204827889,0.2712482243278062,0.37630771240126343,0.49941498426731795,0.5992979811207816
hrl,multi,0,weighted_cka,1,33,2.9123954957657077,275.04999999999995,0.7107030153274536,0.704876720905304,1,0.0,0.48539924929428463,0.07664233576642336,0.9830754915116441,5,0,off,0,0,0.0,0.0,0.0,-0.07306189956903122,0.32047672440856684,0.24045302977599192,0.7786482329266144,0.10844227784685767,1.5374371303767083,0.48539924929428463,0.5824790991531416
hrl,multi,0,weighted_cka,1,34,2.3429871686584716,300.3999999999999,0.676735520362854,0.5417954921722412,0,0.0,0.3904978614430786,0.09364548494983277,0.9715604997584375,5,0,off,0,0,0.0,0.0,0.0,0.04177050155619488,0.004678783860057503,0.46168585472146484,0.3425194200021213,0.01777282421279216,1.474559784305841,0.3904978614430786,0.4685974337316943
hrl,multi,0,weighted_cka,1,35,1.8658018099073774,300.3,0.6141245365142822,0.3935543894767761,0,0.0,0.31096696831789633,0.09,0.9100114916156236,5,0,off,0,0,0.0,0.0,0.0,0.23265222199168045,0.3583827772822696,0.13309661683253937,0.4580316308403849,0.4010825672065838,0.28255599575391965,0.31096696831789633,0.37316036198147556
hrl,multi,0,weighted_cka,1,36,3.0826217286318536,235.79999999999998,0.7138298749923706,0.7025895118713379,1,0.0,0.5137702881053089,0.11965811965811966,0.995381971418798,5,0,off,0,0,0.0,0.0,0.0,0.11741583756706667,0.4503380513451992,0.555563268492231,0.7982330728808882,0.01900310315517698,1.1420683951912913,0.5137702881053089,0.6165243457263706
hrl,multi,0,weighted_cka,1,37,2.9030210149112343,275.6,0.7117427587509155,0.7045754790306091,1,0.0,0.483836835818539,0.07664233576642336,0.983228506035408,5,0,off,0,0,0.0,0.0,0.0,0.16415948489028945,0.03898774399352245,-0.09635439019260064,0.24941164110787195,1.0115781922771419,1.5352383428350092,0.483836835818539,0.5806042029822468
hrl,multi,0,weighted_cka,1,38,2.9442897125053578,262.99999999999994,0.7103211879730225,0.7038202881813049,1,0.0,0.4907149520842264,0.08396946564885496,0.9467013979128626,5,0,off,0,0,0.0,0.0,0.0,0.5804651865490303,0.42256182303186496,0.37965497360579475,0.771533481119608,0.018723697252280413,0.7713505509467797,0.4907149520842264,0.5888579425010716
hrl,multi,0,weighted_cka,1,39,2.850613472026085,287.0500000000002,0.7102118730545044,0.7045847773551941,1,0.0,0.4751022453376808,0.06993006993006994,0.9314219506643069,5,0,off,0,0,0.0,0.0,0.0,-0.21389716138632536,0.5487451046166824,0.39747764000925223,0.8087788625652901,0.13397008531261223,1.1755389409085737,0.4751022453376808,0.570122694405217
hrl,multi,0,weighted_cka,1,40,1.9400790696980845,300.1,0.6602657437324524,0.5326392650604248,0,0.0,0.3233465116163474,0.05016722408026756,0.9401320362410226,5,0,off,0,0,0.0,0.0,0.0,-0.018641941726091387,0.21404309002961952,0.39950338530880963,0.5970028026526921,0.005864293186226749,0.7423074402468279,0.3233465116163474,0.3880158139396169
hrl,multi,0,weighted_cka,1,41,2.934239268048607,272.75,0.7069463729858398,0.7005119919776917,1,0.0,0.4890398780081013,0.051470588235294115,0.9845556874279234,5,0,off,0,0,0.0,0.0,0.0,-0.06114930414129065,0.04265343396179366,0.6907642987357684,0.6775166673918136,0.4123908610657089,1.1720633110348135,0.4890398780081013,0.5868478536097215
hrl,multi,0,weighted_cka,1,42,2.3338293708685076,300.75000000000006,0.651085376739502,0.4251377284526825,0,0.0,0.388971561811418,0.08,0.8950004939880347,5,0,off,0,0,0.0,0.0,0.0,0.4551588164845014,0.5842294860044493,0.047132462644017936,0.8181979032017987,0.09566450326237819,0.3334461992713622,0.388971561811418,0.46676587417370163
hrl,multi,0,weighted_cka,1,43,1.9135788336453659,300.8,0.6282162070274353,0.39284199476242065,0,0.0,0.318929805607561,0.04,0.9259653864957623,5,0,off,0,0,0.0,0.0,0.0,0.39265253346646184,0.4324976134906754,-0.2075675147326258,0.8604457362778484,0.05264887975109733,0.3829015853919089,0.318929805607561,0.3827157667290732
hrl,multi,0,weighted_cka,1,44,1.8723993281481777,300.55000000000007,0.6200882792472839,0.36794328689575195,0,0.0,0.31206655469136296,0.06333333333333334,0.8551243086426847,5,0,off,0,0,0.0,0.0,0.0,0.04354743951372758,0.4368558928808196,0.10833796383440486,0.8260466914824209,0.16382883060770093,0.2937825098291039,0.31206655469136296,0.37447986562963553
hrl,multi,0,weighted_cka,1,45,3.0150681488723494,240.29999999999995,0.7087194919586182,0.701984703540802,1,0.0,0.5025113581453916,0.11297071129707113,0.9712077413955529,5,0,off,0,0,0.0,0.0,0.0,0.36824109472846595,0.671903094915673,0.146689827395603,0.33224840498694164,0.33558898914887675,1.1603967376967892,0.5025113581453916,0.6030136297744699
hrl,multi,0,weighted_cka,1,46,1.8565606228435692,300.40000000000003,0.5997104048728943,0.3708922266960144,0,0.0,0.30942677047392825,0.05333333333333334,0.8253670160098726,5,0,off,0,0,0.0,0.0,0.0,0.0572422178012202,0.08551320559345177,-0.22909002319711774,1.2469896158262852,0.3802799178779532,0.3156256889417767,0.30942677047392825,0.3713121245687139
hrl,multi,0,weighted_cka,1,47,3.0353174817484856,250.69999999999996,0.7087482213973999,0.700720489025116,1,0.0,0.5058862469580809,0.18875502008032127,0.9778659088067325,5,0,off,0,0,0.0,0.0,0.0,-0.11919927654723886,0.21654682507272804,0.46062307445029715,0.8603417446464299,0.09264730670861887,1.5243578074176503,0.5058862469580809,0.6070634963496971
hrl,multi,0,weighted_cka,1,48,2.970175491038418,254.49999999999994,0.7092167735099792,0.7022170424461365,1,0.0,0.495029248506403,0.1541501976284585,0.9713386722888988,5,0,off,0,0,0.0,0.0,0.0,0.36717349291138807,0.14626488359272471,0.26830463077587763,0.3487647878364659,1.174225759536959,0.6654419363850028,0.495029248506403,0.5940350982076836
hrl,multi,0,weighted_cka,1,49,2.410620063557629,300.15000000000003,0.7066987752914429,0.6995089054107666,0,0.0,0.4017700105929382,0.07357859531772576,0.954185374383726,5,0,off,0,0,0.0,0.0,0.0,0.37383293317916105,0.12483564581733653,0.3130622861274312,0.9044125554300844,-0.02378245126549175,0.718259094269108,0.4017700105929382,0.48212401271152583
hrl,multi,0,weighted_cka,1,50,2.138219342104158,300.75,0.5981165766716003,0.16594842076301575,0,0.0,0.35636989035069305,0.05,0.9521913027480344,5,0,off,0,0,0.0,0.0,0.0,0.4824769949228501,0.022085904749575863,0.05668724183668372,0.3459348647608418,0.4497895182596984,0.7812448175745084,0.35636989035069305,0.42764386842083163
hrl,multi,0,weighted_cka,1,51,2.8295682601516696,293.09999999999997,0.7086939215660095,0.7020128965377808,1,0.0,0.47159471002527825,0.07534246575342465,0.9059258684094127,5,0,off,0,0,0.0,0.0,0.0,0.30771480678487534,0.9962407237025471,0.4218189588108797,0.43573875192925327,-0.05735552321231631,0.7254105421364306,0.47159471002527825,0.565913652030334
hrl,multi,0,weighted_cka,1,52,2.9737656323458523,253.7,0.7088263630867004,0.7040770649909973,1,0.0,0.49562760539097545,0.08300395256916997,0.9885246094452396,5,0,off,0,0,0.0,0.0,0.0,0.04810110580036399,0.46725891491025673,0.3863748024245723,0.8815303808670722,0.3852562648482853,0.8052441634953021,0.49562760539097545,0.5947531264691706
hrl,multi,0,weighted_cka,1,53,2.8342448664197515,290.35,0.7078691720962524,0.7036957740783691,1,0.0,0.4723741444032919,0.07958477508650519,0.9737591961466894,5,0,off,0,0,0.0,0.0,0.0,0.34296437284516273,0.5411064854403956,-0.037918904939666584,1.1176454878672955,0.07521668960805972,0.7952307355985044,0.4723741444032919,0.5668489732839503
hrl,multi,0,weighted_cka,1,54,3.031708613669589,239.7,0.7095721364021301,0.7049993872642517,1,0.0,0.5052847689449316,0.07112970711297072,0.9883108887876755,5,0,off,0,0,0.0,0.0,0.0,0.10394816513668026,0.40867473401688026,0.5693689382059964,0.826255568390712,0.4141658000519818,0.7092954078673385,0.5052847689449316,0.6063417227339178
hrl,multi,0,weighted_cka,1,55,3.1702875025554085,210.49999999999997,0.7085842490196228,0.7013717889785767,1,0.0,0.5283812504259014,0.09523809523809523,0.9901335548226003,5,0,off,0,0,0.0,0.0,0.0,0.39392082002572715,0.63147994335182,0.44511275871586975,0.9195795760373584,0.044171483255456945,0.7360229211691767,0.5283812504259014,0.6340575005110818
hrl,multi,0,weighted_cka,1,56,2.911680951513455,271.80000000000007,0.70699143409729,0.7003793716430664,1,0.0,0.4852801585855759,0.09225092250922509,0.9880015334138229,5,0,off,0,0,0.0,0.0,0.0,0.17027801958238697,0.10552762622223222,0.2731368779934418,1.185341932721574,0.3739726032527832,0.8034238917410372,0.4852801585855759,0.582336190302691
hrl,multi,0,weighted_cka,1,57,3.017431020812557,248.54999999999998,0.7069383859634399,0.7016484141349792,1,0.0,0.5029051701354262,0.07258064516129033,0.9976590478976126,5,0,off,0,0,0.0,0.0,0.0,0.45596918736840586,0.09703764745499921,0.435792944362969,0.9019137841705231,0.39937936140166885,0.7273380960539915,0.5029051701354262,0.6034862041625115
hrl,multi,0,weighted_cka,1,58,2.223241409064293,300.10000000000014,0.6184352040290833,0.2435280680656433,0,0.0,0.3705402348440489,0.09698996655518395,0.9244521681460367,5,0,off,0,0,0.0,0.0,0.0,-0.37648187410540446,0.5403980309707112,0.04894562479387954,0.8456893973806872,0.11005151135940094,1.0546387186650188,0.3705402348440489,0.44464828181285865
hrl,multi,0,weighted_cka,1,59,1.4230034128219926,300.35,0.6005483865737915,0.29776710271835327,0,0.0,0.23716723547033217,0.07666666666666666,0.9320977456092475,5,0,off,0,0,0.0,0.0,0.0,0.2467197958250178,0.3620967752120922,0.11883224389119995,0.6920171611260155,0.07560139608476302,-0.0722639593170956,0.23716723547033217,0.28460068256439863
hrl,multi,0,weighted_cka,1,60,2.8423990124348775,289.2500000000001,0.7108528017997742,0.7008833289146423,1,0.0,0.4737331687391462,0.08333333333333333,0.899578292857961,5,0,off,0,0,0.0,0.0,0.0,-0.009594318438903515,0.7210940586067736,0.2814808594308557,0.7572909704899647,0.304237520883791,0.787889921462396,0.4737331687391462,0.5684798024869755
hrl,multi,0,weighted_cka,1,61,2.8804429761439434,277.65,0.7052839994430542,0.7005987167358398,1,0.0,0.4800738293573239,0.061371841155234655,0.941686089446864,5,0,off,0,0,0.0,0.0,0.0,0.3399924772392259,0.4739865323851117,0.4403814324513077,0.700671498648764,0.9647078105672261,-0.03929677514769141,0.4800738293573239,0.5760885952287886
hrl,multi,0,weighted_cka,1,62,2.8639120703297425,286.15,0.7065346240997314,0.702416718006134,1,0.0,0.4773186783882905,0.0912280701754386,0.9601896298092052,5,0,off,0,0,0.0,0.0,0.0,-0.09879996145435171,0.5547949152560904,0.433166803586413,0.8086520450171082,0.4231366004570153,0.7429616674674675,0.4773186783882905,0.5727824140659485
hrl,multi,0,weighted_cka,1,63,3.115494425178531,217.29999999999995,0.7066396474838257,0.7011918425559998,1,0.0,0.5192490708630885,0.18055555555555555,0.9913042310130847,5,0,off,0,0,0.0,0.0,0.0,0.38757319149818786,0.4386921882943132,0.5379067917848005,0.8820837346520274,0.13256962419848417,0.7366688947507178,0.5192490708630885,0.6230988850357062
hrl,multi,0,weighted_cka,1,64,3.0719237051053487,227.74999999999997,0.7119480967521667,0.7035876512527466,1,0.0,0.5119872841842249,0.09251101321585903,0.9989978791989365,5,0,off,0,0,0.0,0.0,0.0,-0.023261986433732097,0.4586975195695412,0.48218843203643325,0.8557694547362624,0.5507357717696576,0.7477945134271867,0.5119872841842249,0.6143847410210699
hrl,multi,0,weighted_cka,1,65,2.8748439164937465,277.20000000000005,0.7065733671188354,0.701027512550354,1,0.0,0.47914065274895773,0.09420289855072464,0.9810739617556292,5,0,off,0,0,0.0,0.0,0.0,0.45374527638964335,0.5843532363381235,-0.004491512968205009,0.6877522982172666,-0.014105236256960859,1.167589854773879,0.47914065274895773,0.5749687832987493
hrl,multi,0,weighted_cka,1,66,2.850956884414335,287.5,0.7082481384277344,0.700981080532074,1,0.0,0.4751594807357225,0.16083916083916083,0.9637998600784676,5,0,off,0,0,0.0,0.0,0.0,0.4226611019901464,0.5023967191821429,-0.05843378566717741,0.6685776325685726,0.5980446425620466,0.7177105737786041,0.4751594807357225,0.570191376882867
hrl,multi,0,weighted_cka,1,67,1.5317296970641348,300.70000000000005,0.6702401041984558,0.6212121844291687,0,0.0,0.25528828284402244,0.04666666666666667,0.9359013126854666,5,0,off,0,0,0.0,0.0,0.0,0.07099317503918412,0.2516595592899247,-0.3157626176633642,0.8017510651675983,0.37043104387918707,0.35265747135160486,0.25528828284402244,0.30634593941282695
hrl,multi,0,weighted_cka,1,68,2.3207583843335216,300.95,0.6674813032150269,0.5141178369522095,0,0.0,0.38679306405558694,0.09666666666666666,0.9888185511741547,5,0,off,0,0,0.0,0.0,0.0,0.06161468708934237,0.49654945806879536,0.3630937805012799,0.8772599462643265,0.2260392136189801,0.29620129879079754,0.38679306405558694,0.46415167686670433
hrl,multi,0,weighted_cka,1,69,2.1119633213238203,300.8499999999999,0.6059204936027527,0.1780632883310318,0,0.0,0.3519938868873033,0.14715719063545152,0.8698250120569132,5,0,off,0,0,0.0,0.0,0.0,0.02753877501626258,0.2081726417932659,0.5657554625524207,0.2277890680870036,0.0741347721351775,1.0085726017396897,0.3519938868873033,0.42239266426476396
hrl,multi,0,weighted_cka,1,70,1.8334539934989578,300.5,0.6174179315567017,0.2893069088459015,0,0.0,0.3055756655831597,0.04,0.9842075300279188,5,0,off,0,0,0.0,0.0,0.0,-0.013270646597724534,0.3559459062782115,0.5556143808943742,0.6786456450535914,-0.0808802345963197,0.3373989424668252,0.3055756655831597,0.36669079869979165
hrl,multi,0,weighted_cka,1,71,3.0589104055295953,236.14999999999995,0.7142300605773926,0.7085509896278381,1,0.0,0.5098184009215992,0.1148936170212766,0.9869704058799958,5,0,off,0,0,0.0,0.0,0.0,-0.046359124749084143,0.6800818910580128,0.4652721565764658,0.8140456719882785,0.43917449538316566,0.7066953152727569,0.5098184009215992,0.6117820811059191
hrl,multi,0,weighted_cka,1,72,3.0320316444503366,240.54999999999998,0.7035412788391113,0.7015746235847473,1,0.0,0.5053386074083895,0.06666666666666667,0.9935236484304765,5,0,off,0,0,0.0,0.0,0.0,0.4460817602736641,0.4445341491515281,0.5477768952902405,1.169573040250223,0.46237850017705917,-0.03831270069237799,0.5053386074083895,0.6064063288900674
hrl,multi,0,weighted_cka,1,73,2.1905224523966496,300.79999999999995,0.6108700037002563,0.21605604887008667,0,0.0,0.3650870753994416,0.07666666666666666,0.9765661334760037,5,0,off,0,0,0.0,0.0,0.0,-0.21900590278068582,-0.004802118371582918,0.3410743964484426,0.8565461388984694,0.512987967248773,0.7037219709532334,0.3650870753994416,0.4381044904793299
hrl,multi,0,weighted_cka,1,74,1.8106106368114636,300.34999999999997,0.6171241998672485,0.35464102029800415,0,0.0,0.30176843946857734,0.06,0.9636836991905446,5,0,off,0,0,0.0,0.0,0.0,0.2690544646333872,-0.011635420676320896,0.2725803446942008,0.4411926370048893,0.4821524397568281,0.3572661713984795,0.30176843946857734,0.3621221273622928
hrl,multi,0,weighted_cka,1,75,3.0979288662119524,229.2,0.7066792249679565,0.7006393671035767,1,0.0,0.5163214777019921,0.07423580786026202,0.999200905566615,5,0,off,0,0,0.0,0.0,0.0,0.40897995476110366,0.615456704838958,0.5248228374027529,1.2485940754215696,0.39111925742938175,-0.09104396364181307,0.5163214777019921,0.6195857732423906
