arch,ll_mode,experience_sharing,share_mode,use_tutee,episode,reward,steps,mastery_mean,mastery_min,completed,flat_agent_reward,avg_agent_reward,n_ll_agents,share_enabled_eff,share_mode_eff,share_attempts,share_peer_samples,share_mean_peer_weight,share_eligible_peers_mean,share_selected_peers_mean,ll_reward_0,ll_reward_1,ll_reward_2,ll_reward_3,ll_reward_4,ll_reward_5,ll_reward_6,tutee_reward_total,avg_reward_per_learning_agent,avg_reward_per_topic_slot
hrl,single,0,off,0,1,-9.729740041377946,300.0,0.1893620789051056,0.09100789576768875,0,0.0,-13.570016807502096,1,0,off,0,0,0.0,0.0,0.0,-13.570016807502096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.570016807502096,-1.9385738296431565
hrl,single,0,off,0,2,-9.96156927931587,300.0,0.17215187847614288,0.08593092113733292,0,0.0,-14.357937243442807,1,0,off,0,0,0.0,0.0,0.0,-14.357937243442807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.357937243442807,-2.051133891920401
hrl,single,0,off,0,3,-9.535809769248587,300.0,0.18102221190929413,0.07387077063322067,0,0.0,-13.230081348713405,1,0,off,0,0,0.0,0.0,0.0,-13.230081348713405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.230081348713405,-1.8900116212447722
hrl,single,0,off,0,4,-8.403077107412397,300.0,0.38572973012924194,0.21765398979187012,0,0.0,-7.680265110610278,1,0,off,0,0,0.0,0.0,0.0,-7.680265110610278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.680265110610278,-1.0971807300871825
hrl,single,0,off,0,5,-8.023318551064515,300.0,0.4534749984741211,0.2242523431777954,0,0.0,-4.92710181644933,1,0,off,0,0,0.0,0.0,0.0,-4.92710181644933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.92710181644933,-0.70387168806419
hrl,single,0,off,0,6,-7.524083414484835,300.0,0.549381673336029,0.25371167063713074,0,0.0,-3.00193157058254,1,0,off,0,0,0.0,0.0,0.0,-3.00193157058254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.00193157058254,-0.42884736722607714
hrl,single,0,off,0,7,-7.493391430355465,300.0,0.5717607140541077,0.26541411876678467,0,0.0,-2.432086281654488,1,0,off,0,0,0.0,0.0,0.0,-2.432086281654488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.432086281654488,-0.3474408973792126
hrl,single,0,off,0,8,-6.978573369815611,300.0,0.6206918954849243,0.3536444902420044,0,0.0,-1.4729848558332799,1,0,off,0,0,0.0,0.0,0.0,-1.4729848558332799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4729848558332799,-0.21042640797618284
hrl,single,0,off,0,9,-6.982450602993291,300.0,0.6150668263435364,0.2960871756076813,0,0.0,-1.6603923132664675,1,0,off,0,0,0.0,0.0,0.0,-1.6603923132664675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6603923132664675,-0.23719890189520965
hrl,single,0,off,0,10,-7.143350278915715,300.0,0.5344093441963196,0.23219238221645355,0,0.0,-2.954479740918968,1,0,off,0,0,0.0,0.0,0.0,-2.954479740918968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.954479740918968,-0.42206853441699543
