arch,ll_mode,experience_sharing,share_mode,use_tutee,episode,reward,steps,mastery_mean,mastery_min,completed,flat_agent_reward,avg_agent_reward,n_ll_agents,share_enabled_eff,share_mode_eff,share_attempts,share_peer_samples,share_mean_peer_weight,share_eligible_peers_mean,share_selected_peers_mean,ll_reward_0,ll_reward_1,ll_reward_2,ll_reward_3,ll_reward_4,ll_reward_5,ll_reward_6,tutee_reward_total,avg_reward_per_learning_agent,avg_reward_per_topic_slot
hrl,single,0,off,0,1,0.26674002395376173,300.0,0.4877212345600128,0.1578066051006317,0,0.0,0.26674002395376173,1,0,off,0,0,0.0,0.0,0.0,0.26674002395376173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26674002395376173,0.038105717707680245
hrl,single,0,off,0,2,1.1314018731838766,300.0,0.5339778661727905,0.23809374868869781,0,0.0,1.1314018731838766,1,0,off,0,0,0.0,0.0,0.0,1.1314018731838766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1314018731838766,0.1616288390262681
hrl,single,0,off,0,3,0.7538532064361801,300.0,0.5908406972885132,0.22892238199710846,0,0.0,0.7538532064361801,1,0,off,0,0,0.0,0.0,0.0,0.7538532064361801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7538532064361801,0.10769331520516859
hrl,single,0,off,0,4,1.128102371584851,300.0,0.6007258296012878,0.1578066051006317,0,0.0,1.128102371584851,1,0,off,0,0,0.0,0.0,0.0,1.128102371584851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.128102371584851,0.16115748165497873
hrl,single,0,off,0,5,0.10762969062617081,300.0,0.2861608862876892,0.170698881149292,0,0.0,0.10762969062617081,1,0,off,0,0,0.0,0.0,0.0,0.10762969062617081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10762969062617081,0.015375670089452972
hrl,single,0,off,0,6,-0.42712896275316,300.0,0.24230541288852692,0.057039618492126465,0,0.0,-0.42712896275316,1,0,off,0,0,0.0,0.0,0.0,-0.42712896275316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42712896275316,-0.061018423250451426
hrl,single,0,off,0,7,-0.5153943122541019,300.0,0.1983271837234497,0.0781603530049324,0,0.0,-0.5153943122541019,1,0,off,0,0,0.0,0.0,0.0,-0.5153943122541019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5153943122541019,-0.07362775889344313
hrl,single,0,off,0,8,1.0879178127499758,300.0,0.5274454951286316,0.18068742752075195,0,0.0,1.0879178127499758,1,0,off,0,0,0.0,0.0,0.0,1.0879178127499758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879178127499758,0.15541683039285367
hrl,single,0,off,0,9,1.890678857941594,300.0,0.6819573044776917,0.1245146244764328,0,0.0,1.890678857941594,1,0,off,0,0,0.0,0.0,0.0,1.890678857941594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890678857941594,0.270096979705942
hrl,single,0,off,0,10,-0.3015364035527441,300.0,0.3185562491416931,0.18445923924446106,0,0.0,-0.3015364035527441,1,0,off,0,0,0.0,0.0,0.0,-0.3015364035527441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3015364035527441,-0.04307662907896344
hrl,single,0,off,0,11,0.2505087960948039,300.0,0.4492650032043457,0.22637319564819336,0,0.0,0.2505087960948039,1,0,off,0,0,0.0,0.0,0.0,0.2505087960948039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2505087960948039,0.035786970870686274
hrl,single,0,off,0,12,0.6878745468100711,300.0,0.5060554146766663,0.22187131643295288,0,0.0,0.6878745468100711,1,0,off,0,0,0.0,0.0,0.0,0.6878745468100711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6878745468100711,0.09826779240143872
hrl,single,0,off,0,13,-0.16265003958869462,300.0,0.37982574105262756,0.21533310413360596,0,0.0,-0.16265003958869462,1,0,off,0,0,0.0,0.0,0.0,-0.16265003958869462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16265003958869462,-0.02323571994124209
hrl,single,0,off,0,14,1.10884867385651,300.0,0.5183503031730652,0.25061511993408203,0,0.0,1.10884867385651,1,0,off,0,0,0.0,0.0,0.0,1.10884867385651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10884867385651,0.15840695340807284
hrl,single,0,off,0,15,-0.11250345788721584,300.0,0.5222497582435608,0.22250641882419586,0,0.0,-0.11250345788721584,1,0,off,0,0,0.0,0.0,0.0,-0.11250345788721584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11250345788721584,-0.01607192255531655
hrl,single,0,off,0,16,1.0463740895731743,300.0,0.5826526284217834,0.18068742752075195,0,0.0,1.0463740895731743,1,0,off,0,0,0.0,0.0,0.0,1.0463740895731743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0463740895731743,0.14948201279616777
hrl,single,0,off,0,17,0.21946147444615127,300.0,0.46782466769218445,0.15558530390262604,0,0.0,0.21946147444615127,1,0,off,0,0,0.0,0.0,0.0,0.21946147444615127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21946147444615127,0.03135163920659304
hrl,single,0,off,0,18,-0.4075173502542964,300.0,0.27152425050735474,0.04354856163263321,0,0.0,-0.4075173502542964,1,0,off,0,0,0.0,0.0,0.0,-0.4075173502542964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4075173502542964,-0.05821676432204235
hrl,single,0,off,0,19,1.11073088250144,300.0,0.5312820076942444,0.17905165255069733,0,0.0,1.11073088250144,1,0,off,0,0,0.0,0.0,0.0,1.11073088250144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11073088250144,0.15867584035734855
hrl,single,0,off,0,20,0.2546934176902279,300.0,0.481105238199234,0.24125075340270996,0,0.0,0.2546934176902279,1,0,off,0,0,0.0,0.0,0.0,0.2546934176902279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2546934176902279,0.036384773955746845
hrl,single,0,off,0,21,1.0950711274301592,300.0,0.5750871896743774,0.18068742752075195,0,0.0,1.0950711274301592,1,0,off,0,0,0.0,0.0,0.0,1.0950711274301592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0950711274301592,0.15643873249002274
hrl,single,0,off,0,22,1.6876269141590752,300.0,0.6328486800193787,0.33920320868492126,0,0.0,1.6876269141590752,1,0,off,0,0,0.0,0.0,0.0,1.6876269141590752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6876269141590752,0.24108955916558217
