arch,ll_mode,experience_sharing,share_mode,use_tutee,episode,reward,steps,mastery_mean,mastery_min,completed,flat_agent_reward,avg_agent_reward,n_ll_agents,share_enabled_eff,share_mode_eff,share_attempts,share_peer_samples,share_mean_peer_weight,share_eligible_peers_mean,share_selected_peers_mean,ll_reward_0,ll_reward_1,ll_reward_2,ll_reward_3,ll_reward_4,tutee_reward_total,avg_reward_per_learning_agent,avg_reward_per_topic_slot
hrl,single,0,weighted_cka,0,1,0.5967748257732555,300.0,0.4003832936286926,0.004004744812846184,0,0.0,0.5967748257732555,1,0,off,0,0,0.0,0.0,0.0,0.5967748257732555,0.0,0.0,0.0,0.0,0.0,0.5967748257732555,0.11935496515465109
hrl,single,0,weighted_cka,0,2,0.6005155866216216,300.0,0.3298543393611908,0.029895126819610596,0,0.0,0.6005155866216216,1,0,off,0,0,0.0,0.0,0.0,0.6005155866216216,0.0,0.0,0.0,0.0,0.0,0.6005155866216216,0.12010311732432433
hrl,single,0,weighted_cka,0,3,0.7650097318357428,300.0,0.34770721197128296,0.08798538893461227,0,0.0,0.7650097318357428,1,0,off,0,0,0.0,0.0,0.0,0.7650097318357428,0.0,0.0,0.0,0.0,0.0,0.7650097318357428,0.15300194636714856
hrl,single,0,weighted_cka,0,4,0.6099497273293752,300.0,0.3660549521446228,0.08972880989313126,0,0.0,0.6099497273293752,1,0,off,0,0,0.0,0.0,0.0,0.6099497273293752,0.0,0.0,0.0,0.0,0.0,0.6099497273293752,0.12198994546587505
hrl,single,0,weighted_cka,0,5,1.4860846804018353,300.0,0.5255265235900879,0.35471948981285095,0,0.0,1.4860846804018353,1,0,off,0,0,0.0,0.0,0.0,1.4860846804018353,0.0,0.0,0.0,0.0,0.0,1.4860846804018353,0.29721693608036703
hrl,single,0,weighted_cka,0,6,0.9581528865703137,300.0,0.48175397515296936,0.2954171299934387,0,0.0,0.9581528865703137,1,0,off,0,0,0.0,0.0,0.0,0.9581528865703137,0.0,0.0,0.0,0.0,0.0,0.9581528865703137,0.19163057731406274
hrl,single,0,weighted_cka,0,7,1.4049523463705542,300.0,0.5286575555801392,0.2895229756832123,0,0.0,1.4049523463705542,1,0,off,0,0,0.0,0.0,0.0,1.4049523463705542,0.0,0.0,0.0,0.0,0.0,1.4049523463705542,0.28099046927411087
hrl,single,0,weighted_cka,0,8,0.8295153696410114,300.0,0.3555193841457367,0.21323640644550323,0,0.0,0.8295153696410114,1,0,off,0,0,0.0,0.0,0.0,0.8295153696410114,0.0,0.0,0.0,0.0,0.0,0.8295153696410114,0.16590307392820228
hrl,single,0,weighted_cka,0,9,1.4166585262347313,300.0,0.5585812926292419,0.3562026619911194,0,0.0,1.4166585262347313,1,0,off,0,0,0.0,0.0,0.0,1.4166585262347313,0.0,0.0,0.0,0.0,0.0,1.4166585262347313,0.2833317052469463
hrl,single,0,weighted_cka,0,10,1.8970645332246918,300.0,0.6256872415542603,0.3561120331287384,0,0.0,1.8970645332246918,1,0,off,0,0,0.0,0.0,0.0,1.8970645332246918,0.0,0.0,0.0,0.0,0.0,1.8970645332246918,0.3794129066449384
