PYTHON EXE: D:\Uni shit\Thesis\Code_New\.venv\Scripts\python.exe
torch: 2.9.1+cu126
torch cuda build: 12.6
cuda available: True
=== Training hierarchical RL tutor ===
- Number of topics: 8
- Tutee enabled:   True
         1211811 function calls (1195335 primitive calls) in 2.906 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pooling.py:1334(AdaptiveMaxPool2d)
        1    0.000    0.000    0.000    0.000 pooling.py:1432(AdaptiveAvgPool1d)
        1    0.000    0.000    0.000    0.000 __init__.py:36(ContextProp)
        1    0.000    0.000    0.000    0.000 __init__.py:54(PropModule)
        3    0.000    0.000    0.000    0.000 __init__.py:108(_set_fp32_precision_setter)
        1    0.000    0.000    0.000    0.000 simple_registry.py:27(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:316(_Boolean)
        1    0.000    0.000    0.000    0.000 constraints.py:341(_IntegerInterval)
        1    0.000    0.000    0.000    0.000 constraints.py:433(_GreaterThanEq)
        1    0.000    0.000    0.000    0.000 constraints.py:451(_LessThan)
        1    0.000    0.000    0.000    0.000 constraints.py:523(_Multinomial)
        1    0.000    0.000    0.000    0.000 constraints.py:604(_Symmetric)
        1    0.000    0.000    0.000    0.000 _script.py:342(_CachedForward)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:162(JitTypeTraceStoreLogger)
        1    0.000    0.000    0.000    0.000 _recursive.py:155(SourceContext)
        1    0.000    0.000    0.000    0.000 frontend.py:146(FrontendError)
        1    0.000    0.000    0.000    0.000 frontend.py:163(UnsupportedNodeError)
        1    0.000    0.000    0.000    0.000 annotations.py:70(Module)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 request.py:791(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:1383(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 client.py:176(HTTPMessage)
        1    0.000    0.000    0.000    0.000 std.py:40(TqdmWarning)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:27(DupSocket)
        1    0.000    0.000    0.000    0.000 connection.py:765(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 graph.py:243(_InsertPoint)
        1    0.000    0.000    0.000    0.000 argparse.py:1110(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1659(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 mock.py:295(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:1059(_AnyComparer)
        1    0.000    0.000    0.000    0.000 mock.py:2925(PropertyMock)
        1    0.000    0.000    0.000    0.000 weak.py:25(_IterationGuard)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:246(_enable_get_lr_call)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1866(_SchedulePhase)
        1    0.000    0.000    0.000    0.000 profiler.py:42(_NumpyEncoder)
        1    0.000    0.000    0.000    0.000 fused.py:102(ConvBn1d)
        1    0.000    0.000    0.000    0.000 fused.py:265(ConvAdd2d)
        1    0.000    0.000    0.000    0.000 python.py:95(Lit)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:109(DynamicOutputShapeException)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:114(DataDependentOutputException)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:1172(_BypassDispatchCache)
        1    0.000    0.000    0.000    0.000 meta_utils.py:574(_MetaTensorCallback)
        1    0.000    0.000    0.000    0.000 meta_utils.py:580(_MetaTensorCallbackKwargs)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:199(_DisableUpdateTensorTracker)
        1    0.000    0.000    0.000    0.000 utils.py:1564(_WrappedMethod)
        1    0.000    0.000    0.000    0.000 utils.py:31(UnsupportedAliasMutationException)
        1    0.000    0.000    0.000    0.000 logging_tensor.py:72(LoggingTensorMode)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:69(DYNAMIC)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.extension_suffixes}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1304(exec_module)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 main.py:221(<listcomp>)
        1    0.000    0.000    0.000    0.000 subprocess.py:101(SubprocessError)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:213(Any)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1337(__mro_entries__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1658(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3308(_NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 _utils.py:909(_ClassPropertyDescriptor)
        1    0.000    0.000    0.000    0.000 version.py:57(InvalidVersion)
        1    0.000    0.000    0.000    0.000 multiarray.py:180(concatenate)
        1    0.000    0.000    0.000    0.000 exceptions.py:48(ComplexWarning)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        2    0.000    0.000    0.000    0.000 arrayprint.py:537(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1281(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1343(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1401(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1406(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 _iotools.py:422(ConverterError)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:455(RClass)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:559(CClass)
        1    0.000    0.000    0.000    0.000 _linalg.py:73(LinAlgError)
        1    0.000    0.000    0.000    0.000 _array_like.py:93(_Buffer)
        1    0.000    0.000    0.000    0.000 overrides.py:2090(BaseTorchFunctionMode)
        1    0.000    0.000    0.000    0.000 tarfile.py:704(ExFileObject)
        1    0.000    0.000    0.000    0.000 _memory_viz.py:205(__init__)
        1    0.000    0.000    0.000    0.000 protocols.py:162(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 _content_store.py:46(lazy_compile)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 codeop.py:124(CommandCompiler)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:2663(_TimeEstimator)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 dataframes.py:44(DataFrameTracedOps)
        1    0.000    0.000    0.000    0.000 dataframes.py:296(CaptureSetItem)
        1    0.000    0.000    0.000    0.000 dataframes.py:325(CaptureMul)
        1    0.000    0.000    0.000    0.000 dataframes.py:351(CaptureGetAttr)
        1    0.000    0.000    0.000    0.000 _typing.py:238(__init__)
        1    0.000    0.000    0.000    0.000 datapipe.py:243(DFIterDataPipe)
        1    0.000    0.000    0.000    0.000 datapipes.py:31(PerRowDataFramesPipe)
        1    0.000    0.000    0.000    0.000 datapipes.py:43(ConcatDataFramesPipe)
        1    0.000    0.000    0.000    0.000 datapipes.py:113(ExampleAggregateAsDataFrames)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:922(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1453(WindowsPath)
        1    0.000    0.000    0.000    0.000 _jit_internal.py:94(BroadcastingListCls)
        1    0.000    0.000    0.000    0.000 pickletools.py:2550(_Example)
        1    0.000    0.000    0.000    0.000 __init__.py:14(_Await)
        1    0.000    0.000    0.000    0.000 activation.py:932(LogSigmoid)
        1    0.000    0.000    0.000    0.000 container.py:47(Container)
        1    0.000    0.000    0.000    0.000 batchnorm.py:457(LazyBatchNorm2d)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 _contextlib.py:155(_NoParamDecoratorContextManager)
        1    0.000    0.000    0.000    0.000 graph.py:720(_AllowMutationOnSavedContext)
        1    0.000    0.000    0.000    0.000 _comparison.py:339(UnsupportedInputs)
        1    0.000    0.000    0.000    0.000 instancenorm.py:241(InstanceNorm2d)
        1    0.000    0.000    0.000    0.000 pooling.py:321(_MaxUnpoolNd)
        1    0.000    0.000    0.000    0.000 pooling.py:1303(AdaptiveMaxPool1d)
        1    0.000    0.000    0.000    0.000 pooling.py:1377(AdaptiveMaxPool3d)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:190(SpectralNormLoadStateDictPreHook)
        1    0.000    0.000    0.000    0.000 __init__.py:128(cuBLASModule)
        1    0.000    0.000    0.000    0.000 fake_class_registry.py:58(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:327(_OneHot)
        1    0.000    0.000    0.000    0.000 constraints.py:490(_HalfOpenInterval)
        1    0.000    0.000    0.000    0.000 _script.py:280(ScriptMeta)
        1    0.000    0.000    0.000    0.000 _monkeytype_config.py:167(__init__)
        2    0.000    0.000    0.000    0.000 _state.py:44(__bool__)
        1    0.000    0.000    0.000    0.000 _trace.py:299(TracingCheckError)
        1    0.000    0.000    0.000    0.000 request.py:1244(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1531(FTPHandler)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 _monitor.py:9(TqdmSynchronisationWarning)
        1    0.000    0.000    0.000    0.000 std.py:98(<listcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:282(_screen_shape_wrapper)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:121(should_wrap)
        1    0.000    0.000    0.000    0.000 ansi.py:25(AnsiCodes)
        1    0.000    0.000    0.000    0.000 _guards.py:217(GuardBuilderBase)
        1    0.000    0.000    0.000    0.000 _guards.py:434(GuardEnvExpr)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 suite.py:375(_DebugResult)
        1    0.000    0.000    0.000    0.000 argparse.py:911(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:946(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 mock.py:394(Base)
        1    0.000    0.000    0.000    0.000 mock.py:2108(MagicMixin)
        1    0.000    0.000    0.000    0.000 mock.py:2157(MagicMock)
        1    0.000    0.000    0.000    0.000 mock.py:2179(MagicProxy)
        1    0.000    0.000    0.000    0.000 __init__.py:36(_is_compiled)
        1    0.000    0.000    0.000    0.000 __init__.py:181(device_of)
        1    0.000    0.000    0.000    0.000 fused.py:38(_FusedModule)
        1    0.000    0.000    0.000    0.000 fused.py:57(ConvReLU2d)
        1    0.000    0.000    0.000    0.000 fused.py:132(ConvBnReLU1d)
        1    0.000    0.000    0.000    0.000 fused.py:149(ConvBnReLU2d)
        1    0.000    0.000    0.000    0.000 observer.py:1750(PerRow)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:1119(SingletonConstant)
        1    0.000    0.000    0.000    0.000 fake_profile.py:17(MissingOpProfile)
        1    0.000    0.000    0.000    0.000 net_min_base.py:33(FxNetMinimizerBadModuleError)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:174(_HasMeta)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:1747(_AttrProxy)
        1    0.000    0.000    0.000    0.000 base_hop.py:274(FunctionWithNoFreeVars)
        1    0.000    0.000    0.000    0.000 checkpoint.py:822(_CheckpointFrame)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:73(STATIC)
        1    0.000    0.000    0.000    0.000 low_level_agents.py:312(TutorLowLevelAgent)
        1    0.000    0.000    0.000    0.000 pool.py:794(MapResult)
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:337(__enter__)
        4    0.000    0.000    0.000    0.000 functools.py:724(<listcomp>)
        2    0.000    0.000    0.000    0.000 functools.py:753(<listcomp>)
        1    0.000    0.000    0.000    0.000 random.py:840(seed)
        1    0.000    0.000    0.000    0.000 __init__.py:171(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:254(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:428(OleDLL)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:279(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:988(SingletonMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2488(_UnpackSpecialForm)
        1    0.000    0.000    0.000    0.000 __init__.py:1311(disable)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 cli_function_profiler.py:32(StrobelightCLIProfilerError)
        1    0.000    0.000    0.000    0.000 exceptions.py:87(RankWarning)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:356(_unspecified)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1300(BoolFormat)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:791(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 __init__.py:360(DeferredCudaCallError)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(CancelledError)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 proactor_events.py:588(_ProactorDuplexPipeTransport)
        1    0.000    0.000    0.000    0.000 context.py:343(SpawnContext)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 parameter.py:231(_BufferMeta)
        1    0.000    0.000    0.000    0.000 pdb.py:116(_rstr)
        1    0.000    0.000    0.000    0.000 bdb.py:13(BdbQuit)
        1    0.000    0.000    0.000    0.000 parse.py:328(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:333(ParseResult)
        1    0.000    0.000    0.000    0.000 dataframes.py:182(CaptureF)
        1    0.000    0.000    0.000    0.000 dataframes.py:245(CaptureVariableAssign)
